id_pedido,id_plato,cantidad,precio_unitario_historico
3761,29,3,8500.00
3761,28,2,11500.00
3762,144,4,6000.00
3763,92,4,4500.00
3763,93,3,7000.00
3764,132,4,6500.00
3765,141,1,5500.00
3765,140,2,9500.00
3765,139,3,10500.00
3766,99,4,5500.00
3766,98,1,8500.00
3766,97,3,12500.00
3767,133,1,7000.00
3767,134,3,6500.00
3767,135,1,8000.00
3768,24,1,5500.00
3768,23,3,10000.00
3769,31,1,8000.00
3770,128,1,10500.00
3770,127,3,9000.00
3771,14,3,9500.00
3771,13,2,10000.00
3771,15,3,4500.00
3772,109,2,8500.00
3773,95,2,4500.00
3774,4,2,8000.00
3774,6,2,1500.00
3774,5,2,12000.00
3775,73,1,8500.00
3775,75,2,2500.00
3776,22,3,11500.00
3776,24,1,5500.00
3777,128,2,10500.00
3778,91,4,18000.00
3779,36,2,7500.00
3779,35,4,6000.00
3779,34,4,8500.00
3780,149,4,7000.00
3781,137,2,10000.00
3781,138,2,6000.00
3782,91,4,18000.00
3783,26,3,9500.00
3783,27,1,6500.00
3783,25,2,11500.00
3784,37,2,18500.00
3784,39,2,6500.00
3784,38,2,5000.00
3785,79,2,9000.00
3786,105,3,6500.00
3786,103,4,17500.00
3786,104,3,4500.00
3787,62,2,6000.00
3788,87,2,6000.00
3788,86,4,4000.00
3788,85,1,19000.00
3789,51,3,4500.00
3790,21,4,4500.00
3790,20,4,8500.00
3790,19,3,10000.00
3791,51,1,4500.00
3791,50,1,14000.00
3792,5,4,12000.00
3793,84,3,7000.00
3794,84,2,7000.00
3794,82,4,12000.00
3794,83,3,8500.00
3795,149,3,7000.00
3796,13,3,10000.00
3796,14,3,9500.00
3796,15,2,4500.00
3797,54,2,3500.00
3798,23,4,10000.00
3799,48,3,3000.00
3800,111,4,8500.00
3800,109,4,8500.00
3801,50,4,14000.00
3801,51,1,4500.00
3801,49,4,4000.00
3802,73,3,8500.00
3803,98,2,8500.00
3803,97,1,12500.00
3803,99,1,5500.00
3804,38,2,5000.00
3804,37,2,18500.00
3805,133,4,7000.00
3805,134,4,6500.00
3806,95,3,4500.00
3806,94,2,17500.00
3807,143,2,5000.00
3808,9,2,2000.00
3808,7,1,9000.00
3808,8,4,11500.00
3809,138,4,6000.00
3810,71,2,15000.00
3810,70,2,5500.00
3811,32,1,6500.00
3811,31,4,8000.00
3811,33,4,7500.00
3812,47,2,15000.00
3812,46,4,5000.00
3813,145,1,5000.00
3813,147,2,4500.00
3814,96,3,6500.00
3814,94,2,17500.00
3814,95,1,4500.00
3815,10,3,7500.00
3815,11,3,12000.00
3816,124,3,7500.00
3816,126,1,2000.00
3817,43,1,19000.00
3817,44,4,5000.00
3817,45,2,6500.00
3818,144,2,6000.00
3819,95,2,4500.00
3819,96,4,6500.00
3819,94,3,17500.00
3820,17,3,9000.00
3821,28,1,11500.00
3821,30,3,6500.00
3821,29,3,8500.00
3822,123,3,2000.00
3823,33,2,7500.00
3824,2,3,11000.00
3825,51,4,4500.00
3826,107,2,10500.00
3826,108,2,2000.00
3826,106,3,7500.00
3827,89,4,5000.00
3827,90,3,7500.00
3828,104,1,4500.00
3828,103,3,17500.00
3829,111,1,8500.00
3829,109,1,8500.00
3829,110,4,7500.00
3830,80,1,11500.00
3830,81,1,1500.00
3830,79,2,9000.00
3831,108,4,2000.00
3831,106,4,7500.00
3832,118,1,9500.00
3832,119,3,9500.00
3833,19,2,10000.00
3833,20,3,8500.00
3833,21,1,4500.00
3834,28,1,11500.00
3834,29,2,8500.00
3835,103,3,17500.00
3835,105,2,6500.00
3835,104,2,4500.00
3836,56,4,13500.00
3837,116,3,10500.00
3837,117,4,1000.00
3838,72,2,3500.00
3838,70,4,5500.00
3838,71,1,15000.00
3839,134,2,6500.00
3839,135,4,8000.00
3839,133,4,7000.00
3840,42,2,6500.00
3841,28,1,11500.00
3842,81,4,1500.00
3842,80,4,11500.00
3842,79,2,9000.00
3843,114,3,6500.00
3844,71,1,15000.00
3845,145,4,5000.00
3845,146,3,13500.00
3845,147,3,4500.00
3846,41,1,4500.00
3846,40,1,18500.00
3847,68,4,3500.00
3847,69,4,7000.00
3847,67,3,17500.00
3848,55,2,5500.00
3849,73,3,8500.00
3849,74,2,11000.00
3850,92,3,4500.00
3851,143,4,5000.00
3852,128,4,10500.00
3852,127,3,9000.00
3853,13,2,10000.00
3854,5,3,12000.00
3854,4,3,8000.00
3855,7,1,9000.00
3856,137,1,10000.00
3857,3,1,1500.00
3857,1,4,7500.00
3858,131,3,4000.00
3859,26,3,9500.00
3859,27,1,6500.00
3859,25,1,11500.00
3860,13,2,10000.00
3861,40,4,18500.00
3862,53,3,14000.00
3862,52,4,4500.00
3862,54,1,3500.00
3863,109,1,8500.00
3864,129,4,1000.00
3864,127,1,9000.00
3865,105,4,6500.00
3865,104,4,4500.00
3866,14,4,9500.00
3866,15,3,4500.00
3866,13,1,10000.00
3867,63,4,8500.00
3868,114,1,6500.00
3868,113,2,10000.00
3869,3,1,1500.00
3869,1,2,7500.00
3870,38,3,5000.00
3870,39,2,6500.00
3871,81,1,1500.00
3871,79,1,9000.00
3871,80,1,11500.00
3872,14,4,9500.00
3872,13,2,10000.00
3873,110,1,7500.00
3874,1,4,7500.00
3874,2,2,11000.00
3875,5,4,12000.00
3876,125,1,11500.00
3876,124,4,7500.00
3876,126,4,2000.00
3877,51,4,4500.00
3877,49,3,4000.00
3878,90,3,7500.00
3879,63,4,8500.00
3879,61,3,8500.00
3880,149,1,7000.00
3880,150,4,8500.00
3880,148,3,8000.00
3881,143,2,5000.00
3881,144,4,6000.00
3881,142,4,18500.00
3882,73,2,8500.00
3883,141,2,5500.00
3884,31,2,8000.00
3884,33,4,7500.00
3884,32,3,6500.00
3885,69,3,7000.00
3885,67,4,17500.00
3885,68,3,3500.00
3886,125,3,11500.00
3886,126,2,2000.00
3887,58,4,12500.00
3888,22,1,11500.00
3888,24,4,5500.00
3888,23,4,10000.00
3889,129,3,1000.00
3889,127,1,9000.00
3890,124,2,7500.00
3890,126,1,2000.00
3891,67,3,17500.00
3891,68,4,3500.00
3891,69,2,7000.00
3892,120,3,5500.00
3892,119,2,9500.00
3893,87,4,6000.00
3893,85,2,19000.00
3894,116,2,10500.00
3895,96,2,6500.00
3895,95,3,4500.00
3895,94,4,17500.00
3896,133,4,7000.00
3897,8,1,11500.00
3897,9,2,2000.00
3897,7,3,9000.00
3898,47,1,15000.00
3899,107,4,10500.00
3900,92,4,4500.00
3900,91,4,18000.00
3901,102,1,6000.00
3901,101,2,4000.00
3902,118,1,9500.00
3902,120,1,5500.00
3902,119,2,9500.00
3903,6,3,1500.00
3903,4,4,8000.00
3903,5,1,12000.00
3904,41,2,4500.00
3904,40,4,18500.00
3904,42,4,6500.00
3905,74,2,11000.00
3906,149,2,7000.00
3906,150,4,8500.00
3907,36,2,7500.00
3908,36,3,7500.00
3908,35,4,6000.00
3908,34,4,8500.00
3909,12,3,2500.00
3909,11,2,12000.00
3910,58,2,12500.00
3911,132,4,6500.00
3911,131,4,4000.00
3911,130,4,19000.00
3912,70,2,5500.00
3913,4,1,8000.00
3913,5,3,12000.00
3914,146,2,13500.00
3914,145,3,5000.00
3915,40,3,18500.00
3916,98,4,8500.00
3916,97,4,12500.00
3916,99,4,5500.00
3917,13,1,10000.00
3918,88,3,18500.00
3919,142,4,18500.00
3920,65,4,7000.00
3920,66,3,9000.00
3920,64,1,8500.00
3921,106,4,7500.00
3922,8,2,11500.00
3922,7,4,9000.00
3923,121,3,7500.00
3923,123,1,2000.00
3924,92,1,4500.00
3925,82,1,12000.00
3926,77,3,12000.00
3926,76,4,9000.00
3926,78,4,1000.00
3927,32,3,6500.00
3927,33,2,7500.00
3928,33,1,7500.00
3929,8,4,11500.00
3929,9,3,2000.00
3930,123,4,2000.00
3931,40,3,18500.00
3931,42,3,6500.00
3931,41,4,4500.00
3932,3,4,1500.00
3932,2,3,11000.00
3933,104,4,4500.00
3933,103,4,17500.00
3933,105,3,6500.00
3934,47,1,15000.00
3934,46,2,5000.00
3934,48,3,3000.00
3935,31,2,8000.00
3935,33,3,7500.00
3936,132,3,6500.00
3936,130,4,19000.00
3937,95,2,4500.00
3937,94,3,17500.00
3938,2,3,11000.00
3938,3,4,1500.00
3939,96,2,6500.00
3939,94,1,17500.00
3940,32,2,6500.00
3940,33,4,7500.00
3940,31,2,8000.00
3941,110,1,7500.00
3942,35,3,6000.00
3942,36,1,7500.00
3942,34,4,8500.00
3943,1,3,7500.00
3943,3,2,1500.00
3943,2,1,11000.00
3944,101,1,4000.00
3944,100,4,18000.00
3945,53,4,14000.00
3946,125,3,11500.00
3947,28,2,11500.00
3947,29,2,8500.00
3947,30,3,6500.00
3948,72,2,3500.00
3948,70,3,5500.00
3949,94,3,17500.00
3950,5,4,12000.00
3950,6,2,1500.00
3950,4,1,8000.00
3951,88,4,18500.00
3952,36,4,7500.00
3952,35,1,6000.00
3953,110,4,7500.00
3954,128,1,10500.00
3954,129,2,1000.00
3954,127,3,9000.00
3955,129,2,1000.00
3955,128,2,10500.00
3956,29,2,8500.00
3956,30,4,6500.00
3957,95,2,4500.00
3958,5,4,12000.00
3958,6,2,1500.00
3958,4,3,8000.00
3959,23,4,10000.00
3960,36,1,7500.00
3960,35,4,6000.00
3961,124,3,7500.00
3961,126,2,2000.00
3962,36,4,7500.00
3962,34,1,8500.00
3963,65,4,7000.00
3963,66,4,9000.00
3964,27,1,6500.00
3964,26,1,9500.00
3964,25,3,11500.00
3965,77,4,12000.00
3965,76,4,9000.00
3966,62,1,6000.00
3967,123,1,2000.00
3967,121,4,7500.00
3968,1,4,7500.00
3968,2,1,11000.00
3968,3,4,1500.00
3969,62,4,6000.00
3970,131,2,4000.00
3970,132,1,6500.00
3970,130,2,19000.00
3971,73,3,8500.00
3972,4,4,8000.00
3972,5,1,12000.00
3973,49,3,4000.00
3974,17,2,9000.00
3975,123,4,2000.00
3975,122,2,11000.00
3975,121,4,7500.00
3976,110,3,7500.00
3976,109,4,8500.00
3976,111,4,8500.00
3977,75,1,2500.00
3977,74,3,11000.00
3978,80,4,11500.00
3979,41,3,4500.00
3980,37,2,18500.00
3981,133,1,7000.00
3981,134,1,6500.00
3982,75,2,2500.00
3982,73,4,8500.00
3983,48,3,3000.00
3984,60,2,6500.00
3984,59,3,8500.00
3985,21,4,4500.00
3985,20,2,8500.00
3985,19,3,10000.00
3986,150,4,8500.00
3986,149,4,7000.00
3987,51,3,4500.00
3988,31,4,8000.00
3989,28,4,11500.00
3990,144,1,6000.00
3991,86,1,4000.00
3992,114,2,6500.00
3992,113,2,10000.00
3992,112,3,13000.00
3993,73,1,8500.00
3993,75,2,2500.00
3994,84,1,7000.00
3994,82,1,12000.00
3994,83,1,8500.00
3995,89,2,5000.00
3995,90,2,7500.00
3996,69,3,7000.00
3996,68,2,3500.00
3996,67,3,17500.00
3997,117,3,1000.00
3997,116,3,10500.00
3998,37,4,18500.00
3998,38,3,5000.00
3999,16,2,9500.00
3999,17,3,9000.00
4000,63,3,8500.00
4000,61,2,8500.00
4001,102,3,6000.00
4001,101,3,4000.00
4002,79,4,9000.00
4003,92,4,4500.00
4004,94,2,17500.00
4004,95,1,4500.00
4005,147,3,4500.00
4005,146,4,13500.00
4006,67,4,17500.00
4007,142,4,18500.00
4007,143,1,5000.00
4008,108,2,2000.00
4008,107,2,10500.00
4009,24,2,5500.00
4009,23,4,10000.00
4009,22,2,11500.00
4010,30,2,6500.00
4010,29,3,8500.00
4011,111,4,8500.00
4011,110,4,7500.00
4011,109,1,8500.00
4012,87,4,6000.00
4012,86,1,4000.00
4013,146,2,13500.00
4014,103,4,17500.00
4015,116,4,10500.00
4015,117,1,1000.00
4016,71,1,15000.00
4016,72,3,3500.00
4016,70,2,5500.00
4017,117,1,1000.00
4018,120,1,5500.00
4019,96,4,6500.00
4020,88,4,18500.00
4020,90,4,7500.00
4020,89,3,5000.00
4021,146,3,13500.00
4021,147,4,4500.00
4022,61,3,8500.00
4022,63,2,8500.00
4022,62,1,6000.00
4023,22,2,11500.00
4024,69,3,7000.00
4024,67,4,17500.00
4025,62,3,6000.00
4025,61,4,8500.00
4025,63,1,8500.00
4026,137,1,10000.00
4026,136,4,13000.00
4027,104,2,4500.00
4027,103,3,17500.00
4027,105,1,6500.00
4028,50,1,14000.00
4029,23,3,10000.00
4030,84,2,7000.00
4031,75,1,2500.00
4031,73,4,8500.00
4032,99,3,5500.00
4032,98,1,8500.00
4033,54,2,3500.00
4033,52,4,4500.00
4034,125,1,11500.00
4035,142,3,18500.00
4035,144,3,6000.00
4035,143,4,5000.00
4036,100,1,18000.00
4036,102,4,6000.00
4037,109,2,8500.00
4037,110,3,7500.00
4037,111,4,8500.00
4038,133,4,7000.00
4038,134,3,6500.00
4038,135,3,8000.00
4039,100,3,18000.00
4040,56,2,13500.00
4041,143,4,5000.00
4041,144,3,6000.00
4042,109,2,8500.00
4042,110,3,7500.00
4043,24,2,5500.00
4043,22,3,11500.00
4043,23,3,10000.00
4044,60,1,6500.00
4044,58,3,12500.00
4045,83,4,8500.00
4045,84,3,7000.00
4046,121,2,7500.00
4047,116,2,10500.00
4048,145,2,5000.00
4049,19,1,10000.00
4049,20,2,8500.00
4050,2,4,11000.00
4051,136,1,13000.00
4052,101,3,4000.00
4053,84,1,7000.00
4053,82,3,12000.00
4054,2,3,11000.00
4055,96,3,6500.00
4055,94,3,17500.00
4055,95,2,4500.00
4056,44,4,5000.00
4056,45,2,6500.00
4056,43,1,19000.00
4057,39,1,6500.00
4057,37,2,18500.00
4057,38,2,5000.00
4058,5,1,12000.00
4058,6,3,1500.00
4059,2,2,11000.00
4059,1,4,7500.00
4060,134,4,6500.00
4060,135,4,8000.00
4060,133,2,7000.00
4061,88,4,18500.00
4062,111,2,8500.00
4062,110,2,7500.00
4063,23,3,10000.00
4063,22,2,11500.00
4064,34,1,8500.00
4065,13,3,10000.00
4065,15,2,4500.00
4066,88,2,18500.00
4067,134,3,6500.00
4067,133,2,7000.00
4067,135,1,8000.00
4068,84,2,7000.00
4068,83,2,8500.00
4069,123,3,2000.00
4069,121,1,7500.00
4070,110,2,7500.00
4070,109,2,8500.00
4071,55,3,5500.00
4071,56,3,13500.00
4072,131,1,4000.00
4072,130,1,19000.00
4073,76,4,9000.00
4074,55,4,5500.00
4074,56,2,13500.00
4075,20,3,8500.00
4075,21,1,4500.00
4075,19,4,10000.00
4076,132,4,6500.00
4077,119,1,9500.00
4077,120,3,5500.00
4078,28,1,11500.00
4078,30,2,6500.00
4079,135,3,8000.00
4079,133,4,7000.00
4080,123,4,2000.00
4080,121,4,7500.00
4081,34,4,8500.00
4081,36,4,7500.00
4082,111,4,8500.00
4082,109,2,8500.00
4082,110,1,7500.00
4083,137,2,10000.00
4083,136,3,13000.00
4084,142,4,18500.00
4085,9,3,2000.00
4086,86,1,4000.00
4087,146,2,13500.00
4087,147,2,4500.00
4088,62,3,6000.00
4088,61,3,8500.00
4088,63,4,8500.00
4089,80,3,11500.00
4090,146,3,13500.00
4090,147,1,4500.00
4091,134,4,6500.00
4091,135,4,8000.00
4092,136,1,13000.00
4092,137,1,10000.00
4092,138,4,6000.00
4093,88,2,18500.00
4093,90,3,7500.00
4093,89,2,5000.00
4094,78,4,1000.00
4095,129,4,1000.00
4096,16,3,9500.00
4096,17,4,9000.00
4096,18,1,4500.00
4097,24,1,5500.00
4097,23,3,10000.00
4098,103,4,17500.00
4098,104,4,4500.00
4099,44,4,5000.00
4099,43,2,19000.00
4100,148,4,8000.00
4100,149,3,7000.00
4101,96,2,6500.00
4102,79,2,9000.00
4102,81,3,1500.00
4102,80,3,11500.00
4103,129,4,1000.00
4104,27,2,6500.00
4104,25,4,11500.00
4105,60,4,6500.00
4105,58,3,12500.00
4105,59,2,8500.00
4106,112,4,13000.00
4106,113,2,10000.00
4107,19,2,10000.00
4107,20,1,8500.00
4107,21,2,4500.00
4108,11,1,12000.00
4108,10,1,7500.00
4108,12,3,2500.00
4109,5,1,12000.00
4110,7,4,9000.00
4110,8,3,11500.00
4111,138,3,6000.00
4112,140,3,9500.00
4112,139,1,10500.00
4112,141,4,5500.00
4113,65,4,7000.00
4113,64,3,8500.00
4113,66,2,9000.00
4114,44,3,5000.00
4115,136,2,13000.00
4115,137,2,10000.00
4115,138,1,6000.00
4116,122,4,11000.00
4117,33,3,7500.00
4117,31,1,8000.00
4117,32,4,6500.00
4118,61,3,8500.00
4118,63,4,8500.00
4118,62,2,6000.00
4119,138,3,6000.00
4119,137,2,10000.00
4119,136,4,13000.00
4120,4,2,8000.00
4120,5,3,12000.00
4120,6,3,1500.00
4121,89,4,5000.00
4121,88,4,18500.00
4122,67,1,17500.00
4123,40,3,18500.00
4124,69,4,7000.00
4125,111,4,8500.00
4126,34,3,8500.00
4126,35,2,6000.00
4127,131,3,4000.00
4128,100,3,18000.00
4128,101,1,4000.00
4128,102,3,6000.00
4129,146,2,13500.00
4129,147,2,4500.00
4129,145,4,5000.00
4130,74,4,11000.00
4131,110,1,7500.00
4131,111,2,8500.00
4132,141,2,5500.00
4132,139,3,10500.00
4133,129,2,1000.00
4133,127,2,9000.00
4133,128,4,10500.00
4134,2,3,11000.00
4134,1,3,7500.00
4135,106,1,7500.00
4135,108,3,2000.00
4136,51,1,4500.00
4136,50,1,14000.00
4137,118,4,9500.00
4137,119,2,9500.00
4138,33,4,7500.00
4138,32,4,6500.00
4138,31,4,8000.00
4139,43,2,19000.00
4139,44,3,5000.00
4139,45,4,6500.00
4140,42,1,6500.00
4141,108,3,2000.00
4141,107,2,10500.00
4142,30,2,6500.00
4142,28,2,11500.00
4142,29,1,8500.00
4143,58,3,12500.00
4144,43,3,19000.00
4145,40,4,18500.00
4145,41,4,4500.00
4146,16,1,9500.00
4146,17,1,9000.00
4146,18,2,4500.00
4147,76,3,9000.00
4147,77,2,12000.00
4147,78,1,1000.00
4148,7,1,9000.00
4149,27,3,6500.00
4149,26,2,9500.00
4150,98,4,8500.00
4151,38,3,5000.00
4152,70,4,5500.00
4152,72,1,3500.00
4153,136,1,13000.00
4153,138,2,6000.00
4153,137,3,10000.00
4154,86,1,4000.00
4154,85,3,19000.00
4155,118,2,9500.00
4155,120,3,5500.00
4155,119,4,9500.00
4156,70,3,5500.00
4157,132,1,6500.00
4158,124,4,7500.00
4158,125,4,11500.00
4158,126,1,2000.00
4159,87,3,6000.00
4160,131,4,4000.00
4160,132,1,6500.00
4160,130,3,19000.00
4161,114,3,6500.00
4162,58,3,12500.00
4162,59,4,8500.00
4163,39,4,6500.00
4163,38,4,5000.00
4163,37,1,18500.00
4164,6,3,1500.00
4165,65,3,7000.00
4165,64,1,8500.00
4165,66,3,9000.00
4166,140,3,9500.00
4166,139,3,10500.00
4167,6,4,1500.00
4168,112,2,13000.00
4168,114,2,6500.00
4169,131,3,4000.00
4169,130,4,19000.00
4170,72,1,3500.00
4171,148,1,8000.00
4171,149,4,7000.00
4172,132,3,6500.00
4172,130,3,19000.00
4172,131,2,4000.00
4173,63,1,8500.00
4173,61,4,8500.00
4174,120,3,5500.00
4175,112,4,13000.00
4175,113,4,10000.00
4176,85,4,19000.00
4177,15,3,4500.00
4177,14,3,9500.00
4177,13,3,10000.00
4178,41,1,4500.00
4179,15,2,4500.00
4180,79,3,9000.00
4180,81,4,1500.00
4180,80,4,11500.00
4181,143,3,5000.00
4182,65,1,7000.00
4182,66,3,9000.00
4182,64,3,8500.00
4183,90,4,7500.00
4183,89,4,5000.00
4184,112,2,13000.00
4185,122,2,11000.00
4185,123,1,2000.00
4186,129,4,1000.00
4187,16,2,9500.00
4187,17,3,9000.00
4187,18,2,4500.00
4188,10,2,7500.00
4188,11,4,12000.00
4188,12,4,2500.00
4189,31,1,8000.00
4189,33,3,7500.00
4189,32,3,6500.00
4190,52,2,4500.00
4190,53,4,14000.00
4190,54,4,3500.00
4191,20,3,8500.00
4192,34,3,8500.00
4192,35,3,6000.00
4193,59,1,8500.00
4193,58,4,12500.00
4193,60,1,6500.00
4194,35,1,6000.00
4194,36,3,7500.00
4195,61,1,8500.00
4195,63,1,8500.00
4195,62,1,6000.00
4196,92,1,4500.00
4196,93,4,7000.00
4196,91,1,18000.00
4197,120,2,5500.00
4197,118,1,9500.00
4198,7,1,9000.00
4198,9,1,2000.00
4199,106,4,7500.00
4200,34,2,8500.00
4200,36,2,7500.00
4200,35,1,6000.00
4201,41,1,4500.00
4202,13,1,10000.00
4202,15,4,4500.00
4202,14,1,9500.00
4203,16,2,9500.00
4203,17,3,9000.00
4204,40,2,18500.00
4205,134,3,6500.00
4206,34,3,8500.00
4206,36,2,7500.00
4206,35,2,6000.00
4207,32,1,6500.00
4207,31,1,8000.00
4208,124,2,7500.00
4208,126,3,2000.00
4209,131,2,4000.00
4209,130,3,19000.00
4209,132,4,6500.00
4210,24,3,5500.00
4210,22,3,11500.00
4211,106,4,7500.00
4211,108,2,2000.00
4212,102,4,6000.00
4212,101,4,4000.00
4212,100,1,18000.00
4213,3,2,1500.00
4213,1,2,7500.00
4214,52,1,4500.00
4215,64,3,8500.00
4215,65,2,7000.00
4215,66,3,9000.00
4216,19,2,10000.00
4217,139,3,10500.00
4217,141,4,5500.00
4217,140,3,9500.00
4218,117,4,1000.00
4218,116,3,10500.00
4219,94,4,17500.00
4219,95,3,4500.00
4220,42,2,6500.00
4221,138,3,6000.00
4221,137,3,10000.00
4222,122,2,11000.00
4222,123,2,2000.00
4223,83,4,8500.00
4223,84,4,7000.00
4223,82,4,12000.00
4224,3,3,1500.00
4224,1,1,7500.00
4224,2,2,11000.00
4225,62,1,6000.00
4225,63,1,8500.00
4226,28,4,11500.00
4226,29,2,8500.00
4227,81,1,1500.00
4227,79,1,9000.00
4227,80,1,11500.00
4228,142,3,18500.00
4229,35,4,6000.00
4229,36,3,7500.00
4229,34,1,8500.00
4230,148,1,8000.00
4230,149,4,7000.00
4230,150,2,8500.00
4231,92,4,4500.00
4231,91,2,18000.00
4232,125,1,11500.00
4232,124,1,7500.00
4233,105,4,6500.00
4233,104,2,4500.00
4233,103,4,17500.00
4234,44,1,5000.00
4234,43,1,19000.00
4235,46,4,5000.00
4235,47,4,15000.00
4235,48,3,3000.00
4236,48,3,3000.00
4237,31,3,8000.00
4237,33,2,7500.00
4237,32,2,6500.00
4238,105,4,6500.00
4239,28,2,11500.00
4240,11,4,12000.00
4241,101,1,4000.00
4241,102,1,6000.00
4241,100,2,18000.00
4242,34,3,8500.00
4243,31,3,8000.00
4243,33,1,7500.00
4244,75,1,2500.00
4245,22,2,11500.00
4245,23,2,10000.00
4246,129,4,1000.00
4246,128,2,10500.00
4247,13,3,10000.00
4247,14,2,9500.00
4248,131,3,4000.00
4249,79,1,9000.00
4250,81,2,1500.00
4251,46,1,5000.00
4252,8,4,11500.00
4253,87,2,6000.00
4254,7,3,9000.00
4255,102,4,6000.00
4256,57,2,3000.00
4256,56,3,13500.00
4256,55,1,5500.00
4257,14,1,9500.00
4258,109,2,8500.00
4258,110,2,7500.00
4258,111,3,8500.00
4259,53,2,14000.00
4259,54,1,3500.00
4260,67,3,17500.00
4260,68,1,3500.00
4261,119,2,9500.00
4261,120,4,5500.00
4261,118,3,9500.00
4262,109,3,8500.00
4262,110,2,7500.00
4262,111,1,8500.00
4263,1,3,7500.00
4263,2,3,11000.00
4263,3,2,1500.00
4264,105,1,6500.00
4264,104,2,4500.00
4265,67,1,17500.00
4266,56,2,13500.00
4266,57,2,3000.00
4267,114,2,6500.00
4267,112,3,13000.00
4267,113,4,10000.00
4268,16,2,9500.00
4268,18,1,4500.00
4269,1,3,7500.00
4269,3,2,1500.00
4270,61,4,8500.00
4271,125,1,11500.00
4271,124,2,7500.00
4272,10,3,7500.00
4272,11,3,12000.00
4272,12,4,2500.00
4273,135,2,8000.00
4274,88,2,18500.00
4274,89,2,5000.00
4274,90,4,7500.00
4275,81,2,1500.00
4275,79,2,9000.00
4276,97,2,12500.00
4277,58,3,12500.00
4278,37,4,18500.00
4279,14,4,9500.00
4279,15,2,4500.00
4280,85,3,19000.00
4281,67,4,17500.00
4282,61,2,8500.00
4282,63,3,8500.00
4283,12,1,2500.00
4283,11,4,12000.00
4283,10,2,7500.00
4284,90,2,7500.00
4284,89,3,5000.00
4284,88,3,18500.00
4285,55,1,5500.00
4285,56,3,13500.00
4286,75,1,2500.00
4287,74,2,11000.00
4288,25,3,11500.00
4288,26,4,9500.00
4289,137,4,10000.00
4289,138,1,6000.00
4290,19,1,10000.00
4290,21,2,4500.00
4290,20,4,8500.00
4291,64,3,8500.00
4291,66,2,9000.00
4291,65,2,7000.00
4292,126,3,2000.00
4292,125,2,11500.00
4293,14,1,9500.00
4294,5,2,12000.00
4294,4,4,8000.00
4294,6,1,1500.00
4295,127,3,9000.00
4296,25,2,11500.00
4297,61,2,8500.00
4298,5,1,12000.00
4299,38,4,5000.00
4299,37,2,18500.00
4300,120,1,5500.00
4301,85,2,19000.00
4301,87,4,6000.00
4302,50,3,14000.00
4302,51,2,4500.00
4302,49,4,4000.00
4303,44,1,5000.00
4304,26,4,9500.00
4304,27,2,6500.00
4304,25,3,11500.00
4305,40,4,18500.00
4305,41,3,4500.00
4306,134,2,6500.00
4306,133,4,7000.00
4306,135,3,8000.00
4307,68,4,3500.00
4307,67,4,17500.00
4308,118,4,9500.00
4308,119,4,9500.00
4308,120,4,5500.00
4309,57,2,3000.00
4310,52,4,4500.00
4311,77,4,12000.00
4311,78,1,1000.00
4311,76,3,9000.00
4312,116,4,10500.00
4312,115,1,8000.00
4312,117,2,1000.00
4313,25,4,11500.00
4314,146,3,13500.00
4314,145,1,5000.00
4315,54,2,3500.00
4315,52,2,4500.00
4315,53,3,14000.00
4316,70,3,5500.00
4316,72,2,3500.00
4317,61,3,8500.00
4318,59,4,8500.00
4319,140,4,9500.00
4319,141,1,5500.00
4319,139,3,10500.00
4320,20,3,8500.00
4321,55,3,5500.00
4322,124,1,7500.00
4322,126,1,2000.00
4322,125,3,11500.00
4323,68,4,3500.00
4323,67,4,17500.00
4323,69,4,7000.00
4324,92,2,4500.00
4325,89,4,5000.00
4325,88,2,18500.00
4326,71,1,15000.00
4326,70,3,5500.00
4327,100,2,18000.00
4328,112,2,13000.00
4328,113,4,10000.00
4329,139,1,10500.00
4329,140,3,9500.00
4329,141,1,5500.00
4330,60,3,6500.00
4330,58,1,12500.00
4330,59,1,8500.00
4331,134,2,6500.00
4331,135,3,8000.00
4332,68,3,3500.00
4332,67,3,17500.00
4332,69,4,7000.00
4333,37,1,18500.00
4333,38,1,5000.00
4334,125,4,11500.00
4334,124,1,7500.00
4335,90,2,7500.00
4336,9,2,2000.00
4337,21,4,4500.00
4337,19,1,10000.00
4338,51,4,4500.00
4338,50,1,14000.00
4338,49,1,4000.00
4339,16,2,9500.00
4339,17,2,9000.00
4340,71,4,15000.00
4340,72,2,3500.00
4341,31,1,8000.00
4342,87,4,6000.00
4343,118,2,9500.00
4343,119,3,9500.00
4343,120,4,5500.00
4344,90,4,7500.00
4344,89,2,5000.00
4344,88,1,18500.00
4345,30,1,6500.00
4345,29,2,8500.00
4346,20,4,8500.00
4346,21,2,4500.00
4347,27,2,6500.00
4347,26,3,9500.00
4348,18,4,4500.00
4348,17,1,9000.00
4349,44,3,5000.00
4349,45,1,6500.00
4350,70,3,5500.00
4351,143,2,5000.00
4351,144,2,6000.00
4352,101,4,4000.00
4352,102,4,6000.00
4352,100,1,18000.00
4353,149,2,7000.00
4353,150,3,8500.00
4353,148,4,8000.00
4354,131,1,4000.00
4354,130,3,19000.00
4354,132,4,6500.00
4355,76,4,9000.00
4355,77,4,12000.00
4355,78,1,1000.00
4356,112,3,13000.00
4357,64,4,8500.00
4357,65,4,7000.00
4358,84,4,7000.00
